"id": "1","label": "power"#"id": "2","label": "power_aver"#"id": "3","label": "power_peak"#
2025/07/17 18:12:46#630#588#642
2025/07/17 18:22:48#582#588#648
2025/07/17 18:32:50#600#589#642
2025/07/17 18:42:52#588#587#642
2025/07/17 18:52:52#606#587#648
2025/07/17 19:02:53#576#588#642
2025/07/17 19:12:53#576#586#642
2025/07/17 19:22:53#582#586#642
2025/07/17 19:32:55#582#587#648
2025/07/17 19:42:57#582#586#642
2025/07/17 19:52:59#582#585#642
2025/07/17 20:03:00#576#586#642
2025/07/17 20:13:00#576#587#648
2025/07/17 20:23:00#582#586#642
2025/07/17 20:33:02#552#570#642
2025/07/17 20:43:04#552#565#636
2025/07/17 20:53:04#558#565#642
2025/07/17 21:03:06#558#566#636
2025/07/17 21:13:08#564#564#642
2025/07/17 21:23:10#558#563#642
2025/07/17 21:33:12#558#564#642
2025/07/17 21:43:14#624#566#642
2025/07/17 21:53:16#564#566#636
2025/07/17 22:03:18#552#567#636
2025/07/17 22:13:18#570#569#642
2025/07/17 22:23:20#558#573#636
2025/07/17 22:33:22#564#574#642
2025/07/17 22:43:24#570#573#642
2025/07/17 22:53:26#582#575#648
2025/07/17 23:03:28#588#576#642
2025/07/17 23:13:30#582#578#648
2025/07/17 23:23:32#594#582#648
2025/07/17 23:33:34#564#581#648
2025/07/17 23:43:36#570#580#648
2025/07/17 23:53:38#582#581#648
2025/07/18 00:03:40#570#579#648
2025/07/18 00:13:40#576#579#648
2025/07/18 00:23:42#624#578#648
2025/07/18 00:33:44#570#579#642
2025/07/18 00:43:46#564#578#654
2025/07/18 00:53:48#564#576#648
2025/07/18 01:03:50#594#578#648
2025/07/18 01:13:50#576#574#642
2025/07/18 01:23:52#570#572#654
2025/07/18 01:33:54#552#573#648
2025/07/18 01:43:56#588#573#642
2025/07/18 01:53:58#570#574#648
2025/07/18 02:04:00#564#573#642
2025/07/18 02:14:02#552#570#648
2025/07/18 02:24:02#582#569#648
2025/07/18 02:34:04#558#569#648
2025/07/18 02:44:04#594#568#642
2025/07/18 02:54:05#558#570#648
2025/07/18 03:04:05#546#569#642
2025/07/18 03:14:05#558#570#654
2025/07/18 03:24:07#594#568#636
2025/07/18 03:34:09#558#568#636
2025/07/18 03:44:11#564#570#642
2025/07/18 03:54:13#564#569#642
2025/07/18 04:04:15#564#567#642
2025/07/18 04:14:15#570#569#648
2025/07/18 04:24:17#570#569#648
2025/07/18 04:34:19#558#570#648
2025/07/18 04:44:21#558#568#648
2025/07/18 04:54:23#570#569#642
2025/07/18 05:04:25#564#569#642
2025/07/18 05:14:27#564#570#636
2025/07/18 05:24:29#570#568#642
2025/07/18 05:34:30#564#568#654
2025/07/18 05:44:31#618#569#642
2025/07/18 05:54:33#570#569#660
2025/07/18 06:04:35#558#570#648
2025/07/18 06:14:37#570#568#636
2025/07/18 06:24:39#564#569#642
2025/07/18 06:34:41#570#568#642
2025/07/18 06:44:43#570#568#654
2025/07/18 06:54:45#564#569#642
2025/07/18 07:04:47#624#570#648
2025/07/18 07:14:47#576#569#642
2025/07/18 07:24:49#558#570#642
2025/07/18 07:34:51#570#571#636
2025/07/18 07:44:52#570#571#654
2025/07/18 07:54:54#564#570#654
2025/07/18 08:04:56#582#573#648
2025/07/18 08:14:56#576#569#636
2025/07/18 08:24:56#618#570#636
2025/07/18 08:34:57#552#571#654
2025/07/18 08:44:57#588#571#648
